name,latitude,longitude,category,description,evaluation
Biblioteca Central,"-18.918854","-48.257977","Acadêmico","A Biblioteca Central Santa Mônica oferece um amplo acervo de livros, periódicos e recursos digitais para a comunidade acadêmica. Possui espaços para estudo individual e em grupo.",4.5
