name,latitude,longitude,category,description,evaluation
Bloco 1A,"-18.917654","-48.258123","Acadêmico","O Bloco 1A abriga salas de aula, laboratórios e gabinetes de professores da Faculdade de Engenharia Elétrica. Possui estrutura moderna para atividades de ensino e pesquisa.",4.0
