name,latitude,longitude,category,description,evaluation
Restaurante Universitário,"-18.919523","-48.259822","Alimentação","O Restaurante Universitário (RU) oferece refeições a preços acessíveis para estudantes e servidores. Serve café da manhã, almoço e jantar em dias úteis.",4.2
